mu,qid,nDCG_R1,nDCG_R2
0.5,15.0,0.5138749241456431,0.6139491604128718
0.5,16.0,0.7845182542274431,0.7517426563877956
0.5,17.0,0.8613300594682277,0.8746057802173831
0.5,18.0,0.9282851645109501,0.9320194735881872
0.5,19.0,0.6549040069641665,0.6290802821216858
0.5,20.0,0.9655616430301298,0.9668620583733335
0.5,21.0,0.8107292573564864,0.8107292573564864
0.5,22.0,0.8928692285678204,0.8979350394434923
0.5,23.0,0.8834844738000237,0.8841606929965747
0.5,24.0,0.9273835820616646,0.9184994062271492
0.5,25.0,0.8205136415143893,0.8248894466617906
0.5,26.0,0.8503490718309931,0.8503490718309931
0.5,27.0,0.932127583573335,0.932127583573335
0.5,28.0,0.9428005952239759,0.9434039678986309
0.5,29.0,0.8516524622049824,0.8287739126088317
0.5,30.0,0.8831539646074478,0.8808896445096234
0.5,31.0,0.3520754855748004,0.3524453559081077
0.5,32.0,0.2839494431967705,0.2839494431967705
0.5,33.0,0.7196372486008927,0.7243556455160098
0.5,34.0,0.4516802844205635,0.4290419356995601
0.5,35.0,0.6640565901693796,0.6483275599187718
0.5,36.0,0.9767514386170004,0.9780740439803
0.5,37.0,0.7783355860841272,0.7783355860841272
0.5,38.0,0.9453382783356529,0.943164154097805
0.5,39.0,0.9664697328709919,0.9664697328709919
0.5,40.0,0.8378654121803345,0.8139056871741042
0.6,1.0,0.8364713928251899,0.8472714224617472
0.6,2.0,0.8490650495555893,0.833147647798252
0.6,3.0,0.7459413854057952,0.7435586343418025
0.6,4.0,0.25711046737534016,0.27142937711121645
0.6,5.0,0.6642047612890934,0.6294008319792094
0.6,6.0,0.9241256794184907,0.930755340365074
0.6,7.0,0.9305632475767501,0.9360082949335767
0.6,8.0,0.38097179678159365,0.38097179678159365
0.6,9.0,0.0,0.0
0.6,10.0,0.8151962527342926,0.7836428577857835
0.6,11.0,0.5099261368517586,0.6308232693696084
0.6,12.0,0.7199773775799176,0.7252006743880972
0.6,13.0,0.4583099850885371,0.4583099850885371
0.6,14.0,0.7780650091691769,0.7837834106474282
0.6,15.0,0.5138749241456431,0.6139491604128718
0.6,16.0,0.7845182542274431,0.7517426563877956
0.6,17.0,0.8599859952763825,0.8746057802173831
0.6,18.0,0.9282851645109501,0.9320194735881872
0.6,19.0,0.6549040069641665,0.6290802821216858
0.6,20.0,0.9655616430301298,0.9668620583733335
0.6,21.0,0.8107292573564864,0.8107292573564864
0.6,22.0,0.8928692285678204,0.8979350394434923
0.6,23.0,0.8834844738000237,0.8841606929965747
0.6,24.0,0.9273835820616646,0.9184994062271492
0.6,25.0,0.8205136415143893,0.8248894466617906
0.6,26.0,0.8503490718309931,0.8503490718309931
0.6,27.0,0.932127583573335,0.932127583573335
0.6,28.0,0.9428005952239759,0.9434039678986309
0.6,29.0,0.8516524622049824,0.8287739126088317
0.6,30.0,0.8831539646074478,0.8808896445096234
0.6,31.0,0.3520754855748004,0.3506379010622432
0.6,32.0,0.2839494431967705,0.2839494431967705
0.6,33.0,0.7196372486008927,0.7243556455160098
0.6,34.0,0.6190450953833722,0.4290419356995601
0.6,35.0,0.6640565901693796,0.6483275599187718
0.6,36.0,0.9767514386170004,0.9780740439803
0.6,37.0,0.7783355860841272,0.7783355860841272
0.6,38.0,0.9453382783356529,0.943164154097805
0.6,39.0,0.9664697328709919,0.9664697328709919
0.6,40.0,0.8378654121803345,0.8139056871741042
0.7,1.0,0.8364713928251899,0.8472714224617472
0.7,2.0,0.8490650495555893,0.833147647798252
0.7,3.0,0.7459413854057952,0.7435586343418025
0.7,4.0,0.25711046737534016,0.27142937711121645
0.7,5.0,0.6642047612890934,0.6294008319792094
0.7,6.0,0.9241256794184907,0.930755340365074
0.7,7.0,0.9305632475767501,0.9360082949335767
0.7,8.0,0.38097179678159365,0.38097179678159365
0.7,9.0,0.0,0.0
0.7,10.0,0.8151962527342926,0.7836428577857835
0.7,11.0,0.5099261368517586,0.6308232693696084
0.7,12.0,0.7199773775799176,0.7252006743880972
0.7,13.0,0.4583099850885371,0.4583099850885371
0.7,14.0,0.7780650091691769,0.7837834106474282
0.7,15.0,0.5138749241456431,0.6139491604128718
0.7,16.0,0.7845182542274431,0.7517426563877956
0.7,17.0,0.8599859952763825,0.8746057802173831
0.7,18.0,0.9282851645109501,0.9320194735881872
0.7,19.0,0.6549040069641665,0.6290802821216858
0.7,20.0,0.9655616430301298,0.9668620583733335
0.7,21.0,0.8107292573564864,0.8107292573564864
0.7,22.0,0.8928692285678204,0.8979350394434923
0.7,23.0,0.8834844738000237,0.8841606929965747
0.7,24.0,0.9273835820616646,0.9184994062271492
0.7,25.0,0.8205136415143893,0.8248894466617906
0.7,26.0,0.8503490718309931,0.8503490718309931
0.7,27.0,0.932127583573335,0.932127583573335
0.7,28.0,0.9428005952239759,0.9434039678986309
0.7,29.0,0.8516524622049824,0.8287739126088317
0.7,30.0,0.8831539646074478,0.8808896445096234
0.7,31.0,0.3505024131195661,0.3506379010622432
0.7,32.0,0.2839494431967705,0.2839494431967705
0.7,33.0,0.7196372486008927,0.7243556455160098
0.7,34.0,0.6190450953833722,0.4290419356995601
0.7,35.0,0.6640565901693796,0.6483275599187718
0.7,36.0,0.9767514386170004,0.9780740439803
0.7,37.0,0.7783355860841272,0.7783355860841272
0.7,38.0,0.9453382783356529,0.943164154097805
0.7,39.0,0.9664697328709919,0.9664697328709919
0.7,40.0,0.8378654121803345,0.8139056871741042
0.8,1.0,0.8364713928251899,0.8472714224617472
0.8,2.0,0.8490650495555893,0.833147647798252
0.8,3.0,0.7459413854057952,0.7435586343418025
0.8,4.0,0.25711046737534016,0.27142937711121645
0.8,5.0,0.6642047612890934,0.6294008319792094
0.8,6.0,0.9241256794184907,0.930755340365074
0.8,7.0,0.9305632475767501,0.9360082949335767
0.8,8.0,0.38097179678159365,0.38097179678159365
0.8,9.0,0.0,0.0
0.8,10.0,0.8151962527342926,0.7836428577857835
0.8,11.0,0.5099261368517586,0.6308232693696084
0.8,12.0,0.7199773775799176,0.7252006743880972
0.8,13.0,0.4583099850885371,0.4583099850885371
0.8,14.0,0.7780650091691769,0.7837834106474282
0.8,15.0,0.5138749241456431,0.6139491604128718
0.8,16.0,0.7845182542274431,0.752234826485513
0.8,17.0,0.8599859952763825,0.8746057802173831
0.8,18.0,0.9282851645109501,0.9320194735881872
0.8,19.0,0.6549040069641665,0.6290802821216858
0.8,20.0,0.9655616430301298,0.9668620583733335
0.8,21.0,0.8107292573564864,0.8107292573564864
0.8,22.0,0.8928692285678204,0.8923167215553623
0.8,23.0,0.8834844738000237,0.8841606929965747
0.8,24.0,0.9273835820616646,0.9184994062271492
0.8,25.0,0.8205136415143893,0.8248894466617906
0.8,26.0,0.8503490718309931,0.8503490718309931
0.8,27.0,0.932127583573335,0.932127583573335
0.8,28.0,0.9428005952239759,0.9434039678986309
0.8,29.0,0.8516524622049824,0.8287739126088317
0.8,30.0,0.8831539646074478,0.8808896445096234
0.8,31.0,0.3505024131195661,0.3506379010622432
0.8,32.0,0.2839494431967705,0.2839494431967705
0.8,33.0,0.7196372486008927,0.7243556455160098
0.8,34.0,0.6190450953833722,0.4290419356995601
0.8,35.0,0.6640565901693796,0.6483275599187718
0.8,36.0,0.9767514386170004,0.9780740439803
0.8,37.0,0.7783355860841272,0.7783355860841272
0.8,38.0,0.9453382783356529,0.943164154097805
0.8,39.0,0.9664697328709919,0.9664697328709919
0.8,40.0,0.8378654121803345,0.8139056871741042
0.9,1.0,0.8364713928251899,0.8472714224617472
0.9,2.0,0.8490650495555893,0.833147647798252
0.9,3.0,0.7459413854057952,0.7435586343418025
0.9,4.0,0.25711046737534016,0.27142937711121645
0.9,5.0,0.6642047612890934,0.6294008319792094
0.9,6.0,0.9241256794184907,0.930755340365074
0.9,7.0,0.9305632475767501,0.9360082949335767
0.9,8.0,0.38097179678159365,0.38097179678159365
0.9,9.0,0.0,0.0
0.9,10.0,0.8151962527342926,0.7836428577857835
0.9,11.0,0.5099261368517586,0.6308232693696084
0.9,12.0,0.7199773775799176,0.7252006743880972
0.9,13.0,0.4583099850885371,0.4583099850885371
0.9,14.0,0.7780650091691769,0.7837834106474282
0.9,15.0,0.5138749241456431,0.6139491604128718
0.9,16.0,0.7845182542274431,0.752234826485513
0.9,17.0,0.8599859952763825,0.8746057802173831
0.9,18.0,0.9282851645109501,0.9320194735881872
0.9,19.0,0.6549040069641665,0.6290802821216858
0.9,20.0,0.9655616430301298,0.9668620583733335
0.9,21.0,0.8107292573564864,0.8107292573564864
0.9,22.0,0.8928692285678204,0.8923167215553623
0.9,23.0,0.8834844738000237,0.8841606929965747
0.9,24.0,0.9273835820616646,0.9184994062271492
0.9,25.0,0.8205136415143893,0.8248894466617906
0.9,26.0,0.8503490718309931,0.8503490718309931
0.9,27.0,0.932127583573335,0.932127583573335
0.9,28.0,0.9428005952239759,0.9434039678986309
0.9,29.0,0.8516524622049824,0.8287739126088317
0.9,30.0,0.8831539646074478,0.8808896445096234
0.9,31.0,0.3505024131195661,0.3506379010622432
0.9,32.0,0.2839494431967705,0.2839494431967705
0.9,33.0,0.7196372486008927,0.7243556455160098
0.9,34.0,0.6190450953833722,0.4290419356995601
0.9,35.0,0.6640565901693796,0.6483275599187718
0.9,36.0,0.9767514386170004,0.9780740439803
0.9,37.0,0.7783355860841272,0.7783355860841272
0.9,38.0,0.9453382783356529,0.943164154097805
0.9,39.0,0.9664697328709919,0.9664697328709919
0.9,40.0,0.8378654121803345,0.8139056871741042
1.0,1.0,0.8364713928251899,0.8472714224617472
1.0,2.0,0.8490650495555893,0.833147647798252
1.0,3.0,0.7459413854057952,0.7435586343418025
1.0,4.0,0.25711046737534016,0.27142937711121645
1.0,5.0,0.6642047612890934,0.6294008319792094
1.0,6.0,0.9241256794184907,0.930755340365074
1.0,7.0,0.9305632475767501,0.9360082949335767
1.0,8.0,0.38097179678159365,0.38097179678159365
1.0,9.0,0.0,0.0
1.0,10.0,0.8151962527342926,0.7836428577857835
1.0,11.0,0.5099261368517586,0.6308232693696084
1.0,12.0,0.7199773775799176,0.7252006743880972
1.0,13.0,0.4583099850885371,0.4583099850885371
1.0,14.0,0.7780650091691769,0.7837834106474282
1.0,15.0,0.5138749241456431,0.6139491604128718
1.0,16.0,0.7845182542274431,0.752234826485513
1.0,17.0,0.8599859952763825,0.8746057802173831
1.0,18.0,0.9282851645109501,0.9320194735881872
1.0,19.0,0.6549040069641665,0.6290802821216858
1.0,20.0,0.9655616430301298,0.9668620583733335
1.0,21.0,0.8107292573564864,0.8107292573564864
1.0,22.0,0.8928692285678204,0.8923167215553623
1.0,23.0,0.8834844738000237,0.8841606929965747
1.0,24.0,0.9273835820616646,0.9184994062271492
1.0,25.0,0.8205136415143893,0.8248894466617906
1.0,26.0,0.8503490718309931,0.8503490718309931
1.0,27.0,0.932127583573335,0.932127583573335
1.0,28.0,0.9428005952239759,0.9434039678986309
1.0,29.0,0.8516524622049824,0.8287739126088317
1.0,30.0,0.8831539646074478,0.8808896445096234
1.0,31.0,0.3505024131195661,0.3506379010622432
1.0,32.0,0.2839494431967705,0.2839494431967705
1.0,33.0,0.7196372486008927,0.7243556455160098
1.0,34.0,0.6190450953833722,0.4290419356995601
1.0,35.0,0.6640565901693796,0.6483275599187718
1.0,36.0,0.9767514386170004,0.9780740439803
1.0,37.0,0.7783355860841272,0.7783355860841272
1.0,38.0,0.9453382783356529,0.943164154097805
1.0,39.0,0.9664697328709919,0.9664697328709919
1.0,40.0,0.8378654121803345,0.8139056871741042
