alpha,beta,gamma,qid,nDCG
0.5,0.25,0.2,3.0,0.7454788156980091
0.5,0.25,0.2,4.0,0.24907519135494427
0.5,0.25,0.2,5.0,0.6836675747313945
0.5,0.25,0.2,6.0,0.9479712226215833
0.5,0.25,0.2,7.0,0.8918256549046195
0.5,0.25,0.2,8.0,0.38097179678159365
0.5,0.25,0.2,9.0,0.0
0.5,0.25,0.2,10.0,0.7008450605803288
0.5,0.25,0.2,11.0,0.5305648353471528
0.5,0.25,0.2,12.0,0.6938620577352634
0.5,0.25,0.2,13.0,0.5392663856628903
0.5,0.25,0.2,14.0,0.7607814404501915
0.5,0.25,0.2,15.0,0.6118149397549528
0.5,0.25,0.2,16.0,0.49029936334611607
0.5,0.25,0.2,17.0,0.7968163376885631
0.5,0.25,0.2,18.0,0.8330630677841959
0.5,0.25,0.2,19.0,0.6325798688898677
0.5,0.25,0.2,20.0,0.9511127042259998
0.5,0.25,0.2,21.0,0.6711058738110641
0.5,0.25,0.2,22.0,0.8930944015581564
0.5,0.25,0.2,23.0,0.8617970298875246
0.5,0.25,0.2,24.0,0.947296168749252
0.5,0.25,0.2,25.0,0.726436826120424
0.5,0.25,0.2,26.0,0.7696845888895126
0.5,0.25,0.2,27.0,0.9194611125459979
0.5,0.25,0.2,28.0,0.9184464151313019
0.5,0.25,0.2,29.0,0.87097888487466
0.5,0.25,0.2,30.0,0.9243877503355378
0.5,0.25,0.2,31.0,0.3183002856413259
0.5,0.25,0.2,32.0,0.29389965309572824
0.5,0.25,0.2,33.0,0.7677042794842306
0.5,0.25,0.2,34.0,0.4277912978422826
0.5,0.25,0.2,35.0,0.6680638763008865
0.5,0.25,0.2,36.0,0.9749436447285462
0.5,0.25,0.2,37.0,0.8223608280581206
0.5,0.25,0.2,38.0,0.9758087320845935
0.5,0.25,0.2,39.0,0.9821645563208518
0.5,0.25,0.2,40.0,0.7740077147051052
0.5,0.4,0.0,1.0,0.830073412126248
0.5,0.4,0.0,2.0,0.512705768158756
0.5,0.4,0.0,3.0,0.744773673473891
0.5,0.4,0.0,4.0,0.24694410399804123
0.5,0.4,0.0,5.0,0.6517561639432563
0.5,0.4,0.0,6.0,0.9430484545343274
0.5,0.4,0.0,7.0,0.850268265198135
0.5,0.4,0.0,8.0,0.38097179678159365
0.5,0.4,0.0,9.0,0.0
0.5,0.4,0.0,10.0,0.6894848643149819
0.5,0.4,0.0,11.0,0.5902851098696974
0.5,0.4,0.0,12.0,0.6966207632993952
0.5,0.4,0.0,13.0,0.5617479073914448
0.5,0.4,0.0,14.0,0.769027098659761
0.5,0.4,0.0,15.0,0.6024557549533349
0.5,0.4,0.0,16.0,0.4870696903703328
0.5,0.4,0.0,17.0,0.7934696360140503
0.5,0.4,0.0,18.0,0.8250301668354217
0.5,0.4,0.0,19.0,0.5515664335750127
0.5,0.4,0.0,20.0,0.9491978899319458
0.5,0.4,0.0,21.0,0.6670879340077956
0.5,0.4,0.0,22.0,0.8916527376100161
0.5,0.4,0.0,23.0,0.8510270250633686
0.5,0.4,0.0,24.0,0.9411111566113762
0.5,0.4,0.0,25.0,0.6982613433364876
0.5,0.4,0.0,26.0,0.7699793687959838
0.5,0.4,0.0,27.0,0.9111852021551156
0.5,0.4,0.0,28.0,0.9195390814335713
0.5,0.4,0.0,29.0,0.8564686722051956
0.5,0.4,0.0,30.0,0.9288514739537851
0.5,0.4,0.0,31.0,0.3171420575108752
0.5,0.4,0.0,32.0,0.3120653239161863
0.5,0.4,0.0,33.0,0.77348398573553
0.5,0.4,0.0,34.0,0.43460869287524745
0.5,0.4,0.0,35.0,0.6637707054934265
0.5,0.4,0.0,36.0,0.9740528321394344
0.5,0.4,0.0,37.0,0.8251084340762239
0.5,0.4,0.0,38.0,0.9755707178239083
0.5,0.4,0.0,39.0,0.981182964881091
0.5,0.4,0.0,40.0,0.7757590794638322
0.5,0.4,0.05,1.0,0.8313123423449768
0.5,0.4,0.05,2.0,0.5129955185871539
0.5,0.4,0.05,3.0,0.7475661139269085
0.5,0.4,0.05,4.0,0.24694410399804123
0.5,0.4,0.05,5.0,0.6526609910241482
0.5,0.4,0.05,6.0,0.943679417701611
0.5,0.4,0.05,7.0,0.8801257569893095
0.5,0.4,0.05,8.0,0.38097179678159365
0.5,0.4,0.05,9.0,0.0
0.5,0.4,0.05,10.0,0.6898318152051764
0.5,0.4,0.05,11.0,0.5515289063548595
0.5,0.4,0.05,12.0,0.6967963981632888
0.5,0.4,0.05,13.0,0.5617479073914448
0.5,0.4,0.05,14.0,0.7661351048537759
0.5,0.4,0.05,15.0,0.603612914450051
0.5,0.4,0.05,16.0,0.4864952262908632
0.5,0.4,0.05,17.0,0.793972609665395
0.5,0.4,0.05,18.0,0.8258211908125599
0.5,0.4,0.05,19.0,0.6227230369904675
0.5,0.4,0.05,20.0,0.9493234528796269
0.5,0.4,0.05,21.0,0.6671323228949092
0.5,0.4,0.05,22.0,0.8919773186681391
0.5,0.4,0.05,23.0,0.8507691415478564
0.5,0.4,0.05,24.0,0.9411774421920284
0.5,0.4,0.05,25.0,0.6985770286395535
0.5,0.4,0.05,26.0,0.7693858357371444
0.5,0.4,0.05,27.0,0.9116183115678891
0.5,0.4,0.05,28.0,0.9186794394108942
0.5,0.4,0.05,29.0,0.8575084801895138
0.5,0.4,0.05,30.0,0.9270028915262613
0.5,0.4,0.05,31.0,0.3171420575108752
0.5,0.4,0.05,32.0,0.30690283282315123
0.5,0.4,0.05,33.0,0.77214542876048
0.5,0.4,0.05,34.0,0.43460869287524745
0.5,0.4,0.05,35.0,0.6643639245351366
0.5,0.4,0.05,36.0,0.9739389520197875
0.5,0.4,0.05,37.0,0.8251047543363724
0.5,0.4,0.05,38.0,0.9756243119537743
0.5,0.4,0.05,39.0,0.9813505990928325
0.5,0.4,0.05,40.0,0.7763060829163823
0.5,0.4,0.1,1.0,0.7998733543150808
0.5,0.4,0.1,2.0,0.5131490554786385
0.5,0.4,0.1,3.0,0.747316246217828
0.5,0.4,0.1,4.0,0.24694410399804123
0.5,0.4,0.1,5.0,0.6532814415575089
0.5,0.4,0.1,6.0,0.9437989151485378
0.5,0.4,0.1,7.0,0.8800185999226466
0.5,0.4,0.1,8.0,0.38097179678159365
0.5,0.4,0.1,9.0,0.0
0.5,0.4,0.1,10.0,0.6914588045688916
0.5,0.4,0.1,11.0,0.5516201095448052
0.5,0.4,0.1,12.0,0.6960980051007446
0.5,0.4,0.1,13.0,0.5614535709703411
0.5,0.4,0.1,14.0,0.7662256936468743
0.5,0.4,0.1,15.0,0.6045936637008298
0.5,0.4,0.1,16.0,0.4874420098345685
0.5,0.4,0.1,17.0,0.7941322937708817
0.5,0.4,0.1,18.0,0.8258279047751791
0.5,0.4,0.1,19.0,0.6227991228606196
0.5,0.4,0.1,20.0,0.9494495026982664
0.5,0.4,0.1,21.0,0.6674679455632674
0.5,0.4,0.1,22.0,0.8928524847268473
0.5,0.4,0.1,23.0,0.8522841507716113
0.5,0.4,0.1,24.0,0.9419113540380011
0.5,0.4,0.1,25.0,0.6987647114702108
0.5,0.4,0.1,26.0,0.7700392159456755
0.5,0.4,0.1,27.0,0.9142784663816115
0.5,0.4,0.1,28.0,0.9184756874950881
0.5,0.4,0.1,29.0,0.8674003141506168
0.5,0.4,0.1,30.0,0.9240667168672922
0.5,0.4,0.1,31.0,0.31852311913419235
0.5,0.4,0.1,32.0,0.30433361391581537
0.5,0.4,0.1,33.0,0.7697775692215632
0.5,0.4,0.1,34.0,0.43500628881992937
0.5,0.4,0.1,35.0,0.6633561253833867
0.5,0.4,0.1,36.0,0.9739389520197875
0.5,0.4,0.1,37.0,0.8243765292841717
0.5,0.4,0.1,38.0,0.975854877900889
0.5,0.4,0.1,39.0,0.9815260822664744
0.5,0.4,0.1,40.0,0.7737343244473253
0.5,0.4,0.15,1.0,0.8005824852287973
0.5,0.4,0.15,2.0,0.512966267457195
0.5,0.4,0.15,3.0,0.7390404585654073
0.5,0.4,0.15,4.0,0.24694410399804123
0.5,0.4,0.15,5.0,0.6537774747330883
0.5,0.4,0.15,6.0,0.9440469029502557
0.5,0.4,0.15,7.0,0.8801102472176742
0.5,0.4,0.15,8.0,0.38097179678159365
0.5,0.4,0.15,9.0,0.0
0.5,0.4,0.15,10.0,0.6909142030336165
0.5,0.4,0.15,11.0,0.5424455247235224
0.5,0.4,0.15,12.0,0.6846459609822543
0.5,0.4,0.15,13.0,0.5545453220875607
0.5,0.4,0.15,14.0,0.7659595963727435
0.5,0.4,0.15,15.0,0.6067050613264753
0.5,0.4,0.15,16.0,0.4873002734307348
0.5,0.4,0.15,17.0,0.7944011291060731
0.5,0.4,0.15,18.0,0.8252594981663193
0.5,0.4,0.15,19.0,0.6220449328790997
0.5,0.4,0.15,20.0,0.949096607006496
0.5,0.4,0.15,21.0,0.6675929409938949
0.5,0.4,0.15,22.0,0.8930910073856394
0.5,0.4,0.15,23.0,0.8532268851062639
0.5,0.4,0.15,24.0,0.9424001708144657
0.5,0.4,0.15,25.0,0.6967996414398832
0.5,0.4,0.15,26.0,0.7694868207447426
0.5,0.4,0.15,27.0,0.9164588951608664
0.5,0.4,0.15,28.0,0.9183486475170679
0.5,0.4,0.15,29.0,0.8727157427444664
0.5,0.4,0.15,30.0,0.9232342614609621
0.5,0.4,0.15,31.0,0.31852311913419235
0.5,0.4,0.15,32.0,0.2994029548899324
0.5,0.4,0.15,33.0,0.7679457304619288
0.5,0.4,0.15,34.0,0.4197964853900764
0.5,0.4,0.15,35.0,0.6624894207165034
0.5,0.4,0.15,36.0,0.9739389520197875
0.5,0.4,0.15,37.0,0.8290700387195586
0.5,0.4,0.15,38.0,0.9758549506824662
0.5,0.4,0.15,39.0,0.9816111918633078
0.5,0.4,0.15,40.0,0.7735164915385245
0.5,0.4,0.2,1.0,0.801302487255004
0.5,0.4,0.2,2.0,0.5126636993926081
0.5,0.4,0.2,3.0,0.7388296008707474
0.5,0.4,0.2,4.0,0.24694410399804123
0.5,0.4,0.2,5.0,0.6634739381316141
0.5,0.4,0.2,6.0,0.9445358294484321
0.5,0.4,0.2,7.0,0.891234475562722
0.5,0.4,0.2,8.0,0.38097179678159365
0.5,0.4,0.2,9.0,0.0
0.5,0.4,0.2,10.0,0.6908508527351584
0.5,0.4,0.2,11.0,0.5392194484394968
0.5,0.4,0.2,12.0,0.6868240188938955
0.5,0.4,0.2,13.0,0.5440597990221535
0.5,0.4,0.2,14.0,0.7662679735404899
0.5,0.4,0.2,15.0,0.6063581813509528
0.5,0.4,0.2,16.0,0.4872058957937591
0.5,0.4,0.2,17.0,0.7945903230075172
0.5,0.4,0.2,18.0,0.8261535826147093
0.5,0.4,0.2,19.0,0.6218759975910352
0.5,0.4,0.2,20.0,0.9492777314876604
0.5,0.4,0.2,21.0,0.6671295239273886
0.5,0.4,0.2,22.0,0.8931445134893198
0.5,0.4,0.2,23.0,0.8547213126869951
0.5,0.4,0.2,24.0,0.9442173959033872
0.5,0.4,0.2,25.0,0.697110265277142
0.5,0.4,0.2,26.0,0.7696471454729457
0.5,0.4,0.2,27.0,0.9167159665198767
0.5,0.4,0.2,28.0,0.9182587416272542
0.5,0.4,0.2,29.0,0.8705849809084638
0.5,0.4,0.2,30.0,0.9234791279363382
0.5,0.4,0.2,31.0,0.31852311913419235
0.5,0.4,0.2,32.0,0.2978722555698029
0.5,0.4,0.2,33.0,0.7676650644362283
0.5,0.4,0.2,34.0,0.42033638943720114
0.5,0.4,0.2,35.0,0.6627629063416768
0.5,0.4,0.2,36.0,0.974261482642558
0.5,0.4,0.2,37.0,0.8230903083821643
0.5,0.4,0.2,38.0,0.9758364028712784
0.5,0.4,0.2,39.0,0.9816630289221633
0.5,0.4,0.2,40.0,0.7721903205803832
0.5,0.5,0.0,1.0,0.8301376556191634
0.5,0.5,0.0,2.0,0.5125745817247819
0.5,0.5,0.0,3.0,0.7447013796053863
0.5,0.5,0.0,4.0,0.24694410399804123
0.5,0.5,0.0,5.0,0.6517561639432563
0.5,0.5,0.0,6.0,0.9432018716178261
0.5,0.5,0.0,7.0,0.8491630431949738
0.5,0.5,0.0,8.0,0.38097179678159365
0.5,0.5,0.0,9.0,0.0
0.5,0.5,0.0,10.0,0.6910069650843951
0.5,0.5,0.0,11.0,0.5934250658002167
0.5,0.5,0.0,12.0,0.694537581119261
0.5,0.5,0.0,13.0,0.5617479073914448
0.5,0.5,0.0,14.0,0.7690452011895468
0.5,0.5,0.0,15.0,0.6024557549533349
0.5,0.5,0.0,16.0,0.4870696903703328
0.5,0.5,0.0,17.0,0.7933015578306842
0.5,0.5,0.0,18.0,0.8245908950062311
0.5,0.5,0.0,19.0,0.5507830369670252
0.5,0.5,0.0,20.0,0.9485917803051365
0.5,0.5,0.0,21.0,0.6670637349393039
0.5,0.5,0.0,22.0,0.8916527376100161
0.5,0.5,0.0,23.0,0.8487403830909173
0.5,0.5,0.0,24.0,0.9409074403025527
0.5,0.5,0.0,25.0,0.6981901913316165
0.5,0.5,0.0,26.0,0.7699793687959838
0.5,0.5,0.0,27.0,0.9112065912751817
0.5,0.5,0.0,28.0,0.9193101640750643
0.5,0.5,0.0,29.0,0.8575080434092196
0.5,0.5,0.0,30.0,0.9287628386954928
0.5,0.5,0.0,31.0,0.3171420575108752
0.5,0.5,0.0,32.0,0.31180555808007065
0.5,0.5,0.0,33.0,0.7722075447615669
0.5,0.5,0.0,34.0,0.43460869287524745
0.5,0.5,0.0,35.0,0.6637707054934265
0.5,0.5,0.0,36.0,0.9731484964073033
0.5,0.5,0.0,37.0,0.8251084340762239
0.5,0.5,0.0,38.0,0.9753140674926342
0.5,0.5,0.0,39.0,0.9810814201437252
0.5,0.5,0.0,40.0,0.775514259471041
0.5,0.5,0.05,1.0,0.8313123423449768
0.5,0.5,0.05,2.0,0.5126391145955485
0.5,0.5,0.05,3.0,0.7476766205029316
0.5,0.5,0.05,4.0,0.24595570905742994
0.5,0.5,0.05,5.0,0.6517561639432563
0.5,0.5,0.05,6.0,0.943542870335353
0.5,0.5,0.05,7.0,0.8797980202566462
0.5,0.5,0.05,8.0,0.38097179678159365
0.5,0.5,0.05,9.0,0.0
0.5,0.5,0.05,10.0,0.6910069650843951
0.5,0.5,0.05,11.0,0.5935111861537229
0.5,0.5,0.05,12.0,0.6956554096317107
0.5,0.5,0.05,13.0,0.5617479073914448
0.5,0.5,0.05,14.0,0.7690414997665035
0.5,0.5,0.05,15.0,0.603612914450051
0.5,0.5,0.05,16.0,0.4866847321358439
0.5,0.5,0.05,17.0,0.7942004225699556
0.5,0.5,0.05,18.0,0.8255180342452972
0.5,0.5,0.05,19.0,0.5512350869179407
0.5,0.5,0.05,20.0,0.9487679277020917
0.5,0.5,0.05,21.0,0.6671323228949092
0.5,0.5,0.05,22.0,0.8921073211125592
0.5,0.5,0.05,23.0,0.8508821427234831
0.5,0.5,0.05,24.0,0.9404709694312192
0.5,0.5,0.05,25.0,0.6982675350822044
0.5,0.5,0.05,26.0,0.769302826969859
0.5,0.5,0.05,27.0,0.9115763205663518
0.5,0.5,0.05,28.0,0.9185369985279283
0.5,0.5,0.05,29.0,0.8575559098543851
0.5,0.5,0.05,30.0,0.9285344538536231
0.5,0.5,0.05,31.0,0.31689873854420875
0.5,0.5,0.05,32.0,0.3074578273643913
0.5,0.5,0.05,33.0,0.7721180540702878
0.5,0.5,0.05,34.0,0.43460869287524745
0.5,0.5,0.05,35.0,0.6637707054934265
0.5,0.5,0.05,36.0,0.9740029969310002
0.5,0.5,0.05,37.0,0.8249443688438847
0.5,0.5,0.05,38.0,0.9753452926271106
0.5,0.5,0.05,39.0,0.9813057555788656
0.5,0.5,0.05,40.0,0.7755501859691205
0.5,0.5,0.1,1.0,0.8314452340738092
0.5,0.5,0.1,2.0,0.5126919352652757
0.5,0.5,0.1,3.0,0.7476348526676446
0.5,0.5,0.1,4.0,0.24694410399804123
0.5,0.5,0.1,5.0,0.6532814415575089
0.5,0.5,0.1,6.0,0.9437587254748568
0.5,0.5,0.1,7.0,0.8798909515636136
0.5,0.5,0.1,8.0,0.38097179678159365
0.5,0.5,0.1,9.0,0.0
0.5,0.5,0.1,10.0,0.6913394348356591
0.5,0.5,0.1,11.0,0.5543942816086469
0.5,0.5,0.1,12.0,0.6817054509998244
0.5,0.5,0.1,13.0,0.5617479073914448
0.5,0.5,0.1,14.0,0.7692029267326868
0.5,0.5,0.1,15.0,0.6046246123695179
0.5,0.5,0.1,16.0,0.4860939129132811
0.5,0.5,0.1,17.0,0.7941066398839122
0.5,0.5,0.1,18.0,0.825273618952163
0.5,0.5,0.1,19.0,0.5512350869179407
0.5,0.5,0.1,20.0,0.948839502453585
0.5,0.5,0.1,21.0,0.6668754134455028
0.5,0.5,0.1,22.0,0.8919340110479149
0.5,0.5,0.1,23.0,0.8525551515189379
0.5,0.5,0.1,24.0,0.9408683761886818
0.5,0.5,0.1,25.0,0.698237107440822
0.5,0.5,0.1,26.0,0.7701760559063691
0.5,0.5,0.1,27.0,0.9122961254773793
0.5,0.5,0.1,28.0,0.9186739689898645
0.5,0.5,0.1,29.0,0.8585107629066774
0.5,0.5,0.1,30.0,0.9260580435568396
0.5,0.5,0.1,31.0,0.31852311913419235
0.5,0.5,0.1,32.0,0.3040670759156946
0.5,0.5,0.1,33.0,0.7712672970505144
0.5,0.5,0.1,34.0,0.4354173162956346
0.5,0.5,0.1,35.0,0.6643639245351366
0.5,0.5,0.1,36.0,0.9738891168113535
0.5,0.5,0.1,37.0,0.824937801798058
0.5,0.5,0.1,38.0,0.9756535412788937
0.5,0.5,0.1,39.0,0.9812856208150014
0.5,0.5,0.1,40.0,0.775227824135574
0.5,0.5,0.15,1.0,0.7983215484728537
0.5,0.5,0.15,2.0,0.5131490554786385
0.5,0.5,0.15,3.0,0.7468741273754942
0.5,0.5,0.15,4.0,0.24694410399804123
0.5,0.5,0.15,5.0,0.653205228217512
0.5,0.5,0.15,6.0,0.943886720940009
0.5,0.5,0.15,7.0,0.8800148419137066
0.5,0.5,0.15,8.0,0.38097179678159365
0.5,0.5,0.15,9.0,0.0
0.5,0.5,0.15,10.0,0.6922244964771245
0.5,0.5,0.15,11.0,0.5548461858288307
0.5,0.5,0.15,12.0,0.6818100272077048
0.5,0.5,0.15,13.0,0.5614535709703411
0.5,0.5,0.15,14.0,0.7691275419366663
0.5,0.5,0.15,15.0,0.6049871273408116
0.5,0.5,0.15,16.0,0.4866147629193738
0.5,0.5,0.15,17.0,0.7940425890702374
0.5,0.5,0.15,18.0,0.825721076725136
0.5,0.5,0.15,19.0,0.6216964544162117
0.5,0.5,0.15,20.0,0.9465618413848687
0.5,0.5,0.15,21.0,0.6673944771871677
0.5,0.5,0.15,22.0,0.8929866186634171
0.5,0.5,0.15,23.0,0.8523069712089444
0.5,0.5,0.15,24.0,0.9418016245924498
0.5,0.5,0.15,25.0,0.6978506627989756
0.5,0.5,0.15,26.0,0.7698978689687406
0.5,0.5,0.15,27.0,0.9143393451663878
0.5,0.5,0.15,28.0,0.9184446136350451
0.5,0.5,0.15,29.0,0.8733266835815316
0.5,0.5,0.15,30.0,0.9261847655222943
0.5,0.5,0.15,31.0,0.31852311913419235
0.5,0.5,0.15,32.0,0.3017260009998881
0.5,0.5,0.15,33.0,0.7691642574748718
0.5,0.5,0.15,34.0,0.4255305940548752
0.5,0.5,0.15,35.0,0.6617338492534415
0.5,0.5,0.15,36.0,0.9739389520197875
0.5,0.5,0.15,37.0,0.8246762277406272
0.5,0.5,0.15,38.0,0.9760132533771158
0.5,0.5,0.15,39.0,0.9816202623642128
0.5,0.5,0.15,40.0,0.7736505483496253
0.5,0.5,0.2,1.0,0.8006319443374345
0.5,0.5,0.2,2.0,0.5128372017156618
0.5,0.5,0.2,3.0,0.739126807938138
0.5,0.5,0.2,4.0,0.24694410399804123
0.5,0.5,0.2,5.0,0.6632059200848662
0.5,0.5,0.2,6.0,0.9439795382504518
0.5,0.5,0.2,7.0,0.8801273680981837
0.5,0.5,0.2,8.0,0.38097179678159365
0.5,0.5,0.2,9.0,0.0
0.5,0.5,0.2,10.0,0.6937899294196261
0.5,0.5,0.2,11.0,0.554898287410015
0.5,0.5,0.2,12.0,0.6838069096818435
0.5,0.5,0.2,13.0,0.5440597990221535
0.5,0.5,0.2,14.0,0.769004324207488
0.5,0.5,0.2,15.0,0.606053990269083
0.5,0.5,0.2,16.0,0.48667829060473944
0.5,0.5,0.2,17.0,0.7943782690080511
0.5,0.5,0.2,18.0,0.825308384368889
0.5,0.5,0.2,19.0,0.6218407800557282
0.5,0.5,0.2,20.0,0.9466700086304292
0.5,0.5,0.2,21.0,0.6675929409938949
0.5,0.5,0.2,22.0,0.8930910073856394
0.5,0.5,0.2,23.0,0.8522963685940673
0.5,0.5,0.2,24.0,0.9419469602836387
0.5,0.5,0.2,25.0,0.6967676151251189
0.5,0.5,0.2,26.0,0.7694868207447426
0.5,0.5,0.2,27.0,0.9148542129947886
0.5,0.5,0.2,28.0,0.9180951994856603
0.5,0.5,0.2,29.0,0.873581354594089
0.5,0.5,0.2,30.0,0.9238881045997436
0.5,0.5,0.2,31.0,0.31689873854420875
0.5,0.5,0.2,32.0,0.2994029548899324
0.5,0.5,0.2,33.0,0.7678167580200649
0.5,0.5,0.2,34.0,0.4200624443734346
0.5,0.5,0.2,35.0,0.6633561253833867
0.5,0.5,0.2,36.0,0.9739389520197875
0.5,0.5,0.2,37.0,0.8273380067522021
0.5,0.5,0.2,38.0,0.9758684656967545
0.5,0.5,0.2,39.0,0.9816260250756138
0.5,0.5,0.2,40.0,0.7722698532065682
0.5,0.75,0.0,1.0,0.8301376556191634
0.5,0.75,0.0,2.0,0.5123843201618029
0.5,0.75,0.0,3.0,0.7443396718291171
0.5,0.75,0.0,4.0,0.24694410399804123
0.5,0.75,0.0,5.0,0.6558806137843137
0.5,0.75,0.0,6.0,0.9432682835182729
0.5,0.75,0.0,7.0,0.8491630431949738
0.5,0.75,0.0,8.0,0.38097179678159365
0.5,0.75,0.0,9.0,0.0
0.5,0.75,0.0,10.0,0.6902651906910469
0.5,0.75,0.0,11.0,0.5903021761237439
0.5,0.75,0.0,12.0,0.68078703967375
0.5,0.75,0.0,13.0,0.5620582503609186
0.5,0.75,0.0,14.0,0.7690865782043655
0.5,0.75,0.0,15.0,0.6024557549533349
0.5,0.75,0.0,16.0,0.48547380994403483
0.5,0.75,0.0,17.0,0.7933034053151328
0.5,0.75,0.0,18.0,0.8234470327993859
0.5,0.75,0.0,19.0,0.5443765482583801
0.5,0.75,0.0,20.0,0.9479814282713774
0.5,0.75,0.0,21.0,0.6668053106669246
0.5,0.75,0.0,22.0,0.89146960793
0.5,0.75,0.0,23.0,0.8476331102731635
0.5,0.75,0.0,24.0,0.9404591448636532
0.5,0.75,0.0,25.0,0.6980796033809977
0.5,0.75,0.0,26.0,0.7699374490176576
0.5,0.75,0.0,27.0,0.9083599493533397
0.5,0.75,0.0,28.0,0.918832957839223
0.5,0.75,0.0,29.0,0.8584840225731536
0.5,0.75,0.0,30.0,0.9283582523909005
0.5,0.75,0.0,31.0,0.3156729598583404
0.5,0.75,0.0,32.0,0.31180555808007065
0.5,0.75,0.0,33.0,0.772023321043902
0.5,0.75,0.0,34.0,0.43460869287524745
0.5,0.75,0.0,35.0,0.6637707054934265
0.5,0.75,0.0,36.0,0.9732290100862793
0.5,0.75,0.0,37.0,0.8251084340762239
0.5,0.75,0.0,38.0,0.9753140674926342
0.5,0.75,0.0,39.0,0.9809657713858156
0.5,0.75,0.0,40.0,0.7696976926253112
0.5,0.75,0.05,1.0,0.8307082079590699
0.5,0.75,0.05,2.0,0.5121278007635689
0.5,0.75,0.05,3.0,0.7479373315290916
0.5,0.75,0.05,4.0,0.24694410399804123
0.5,0.75,0.05,5.0,0.6558806137843137
0.5,0.75,0.05,6.0,0.9434586106568338
0.5,0.75,0.05,7.0,0.879902081118809
0.5,0.75,0.05,8.0,0.38097179678159365
0.5,0.75,0.05,9.0,0.0
0.5,0.75,0.05,10.0,0.6909380427648644
0.5,0.75,0.05,11.0,0.5903859347624146
0.5,0.75,0.05,12.0,0.6804440565279241
0.5,0.75,0.05,13.0,0.5617479073914448
0.5,0.75,0.05,14.0,0.7694367515107303
0.5,0.75,0.05,15.0,0.6025581146562923
0.5,0.75,0.05,16.0,0.48555940233477707
0.5,0.75,0.05,17.0,0.7933130047160423
0.5,0.75,0.05,18.0,0.8245095832960437
0.5,0.75,0.05,19.0,0.5448435217437014
0.5,0.75,0.05,20.0,0.9460593993603729
0.5,0.75,0.05,21.0,0.6664191920431191
0.5,0.75,0.05,22.0,0.8916064288016539
0.5,0.75,0.05,23.0,0.8485446469573896
0.5,0.75,0.05,24.0,0.9404591448636532
0.5,0.75,0.05,25.0,0.6981569471315856
0.5,0.75,0.05,26.0,0.7694521129454334
0.5,0.75,0.05,27.0,0.9111274570034733
0.5,0.75,0.05,28.0,0.9179676515530412
0.5,0.75,0.05,29.0,0.8575034270674906
0.5,0.75,0.05,30.0,0.9282309743578983
0.5,0.75,0.05,31.0,0.31542964089167397
0.5,0.75,0.05,32.0,0.3089606287064683
0.5,0.75,0.05,33.0,0.7718617810732149
0.5,0.75,0.05,34.0,0.43460869287524745
0.5,0.75,0.05,35.0,0.6649620342508519
0.5,0.75,0.05,36.0,0.9731484964073033
0.5,0.75,0.05,37.0,0.8250291447736571
0.5,0.75,0.05,38.0,0.9752885482225321
0.5,0.75,0.05,39.0,0.9810514930624652
0.5,0.75,0.05,40.0,0.7749671756094714
0.5,0.75,0.1,1.0,0.8314929521143862
0.5,0.75,0.1,2.0,0.5121923336343355
0.5,0.75,0.1,3.0,0.7477474971829857
0.5,0.75,0.1,4.0,0.24595570905742994
0.5,0.75,0.1,5.0,0.6558806137843137
0.5,0.75,0.1,6.0,0.943557763525739
0.5,0.75,0.1,7.0,0.8797137938228613
0.5,0.75,0.1,8.0,0.38097179678159365
0.5,0.75,0.1,9.0,0.0
0.5,0.75,0.1,10.0,0.6917075693365509
0.5,0.75,0.1,11.0,0.5935111861537229
0.5,0.75,0.1,12.0,0.6809442473600521
0.5,0.75,0.1,13.0,0.5617479073914448
0.5,0.75,0.1,14.0,0.7691841597810163
0.5,0.75,0.1,15.0,0.6035354621304534
0.5,0.75,0.1,16.0,0.48535874564598597
0.5,0.75,0.1,17.0,0.7940363744420704
0.5,0.75,0.1,18.0,0.825214770724441
0.5,0.75,0.1,19.0,0.5469284989589941
0.5,0.75,0.1,20.0,0.9460750074928386
0.5,0.75,0.1,21.0,0.6666645883518977
0.5,0.75,0.1,22.0,0.892064013492335
0.5,0.75,0.1,23.0,0.8497614381860094
0.5,0.75,0.1,24.0,0.9406768933530675
0.5,0.75,0.1,25.0,0.6981569471315856
0.5,0.75,0.1,26.0,0.7693858357371444
0.5,0.75,0.1,27.0,0.9113743454036641
0.5,0.75,0.1,28.0,0.918094808859643
0.5,0.75,0.1,29.0,0.8575647876320702
0.5,0.75,0.1,30.0,0.9275702511923442
0.5,0.75,0.1,31.0,0.31542964089167397
0.5,0.75,0.1,32.0,0.307204542282052
0.5,0.75,0.1,33.0,0.7718244203155592
0.5,0.75,0.1,34.0,0.4354173162956346
0.5,0.75,0.1,35.0,0.6649620342508519
0.5,0.75,0.1,36.0,0.9730346162876564
0.5,0.75,0.1,37.0,0.8248254929596723
0.5,0.75,0.1,38.0,0.9753007760178538
0.5,0.75,0.1,39.0,0.9810219481251113
0.5,0.75,0.1,40.0,0.7755501859691205
0.5,0.75,0.15,1.0,0.8313686229484892
0.5,0.75,0.15,2.0,0.5121923336343355
0.5,0.75,0.15,3.0,0.747575797673598
0.5,0.75,0.15,4.0,0.24595570905742994
0.5,0.75,0.15,5.0,0.6558806137843137
0.5,0.75,0.15,6.0,0.9435535817762585
